RESIDENCIA/ORIGEN;Continentes;Países;Concepto turístico;CCAA de destino;Periodo;Total
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M09;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M08;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M07;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M06;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M05;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M04;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M03;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M02;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Balears, Illes;2023M01;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M09;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M08;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M07;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M06;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M05;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M04;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M03;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M02;""
Total;Oceanía ;Islas Salomón;Pernoctaciones;Canarias;2023M01;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M09;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M08;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M07;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M04;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M09;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M08;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M07;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M06;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M05;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M04;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M03;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M02;""
Total;Oceanía ;Islas Salomón;Duración media de los viajes;Canarias;2023M01;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M09;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M08;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M07;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M06;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M05;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M04;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M03;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M02;""
Total;Oceanía ;Kiribati;Turistas;Balears, Illes;2023M01;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M09;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M08;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M07;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M06;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M05;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M04;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M03;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M02;""
Total;Oceanía ;Kiribati;Turistas;Canarias;2023M01;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M09;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M08;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M07;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M06;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M05;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M04;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M03;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M02;""
Total;Oceanía ;Kiribati;Pernoctaciones;Balears, Illes;2023M01;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M09;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M08;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M07;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M06;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M05;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M04;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M03;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M02;""
Total;Oceanía ;Kiribati;Pernoctaciones;Canarias;2023M01;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M09;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M08;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M07;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M04;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M09;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M08;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M07;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M06;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M05;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M04;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M03;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M02;""
Total;Oceanía ;Kiribati;Duración media de los viajes;Canarias;2023M01;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M09;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M08;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M07;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M06;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M05;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M04;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M03;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M02;""
Total;Oceanía ;Micronesia;Turistas;Balears, Illes;2023M01;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M09;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M08;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M07;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M06;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M05;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M04;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M03;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M02;""
Total;Oceanía ;Micronesia;Turistas;Canarias;2023M01;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M09;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M08;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M07;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M06;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M05;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M04;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M03;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M02;""
Total;Oceanía ;Micronesia;Pernoctaciones;Balears, Illes;2023M01;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M09;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M08;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M07;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M06;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M05;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M04;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M03;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M02;""
Total;Oceanía ;Micronesia;Pernoctaciones;Canarias;2023M01;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M09;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M08;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M07;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M04;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M09;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M08;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M07;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M06;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M05;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M04;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M03;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M02;""
Total;Oceanía ;Micronesia;Duración media de los viajes;Canarias;2023M01;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M09;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M08;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M07;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M06;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M05;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M04;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M03;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M02;""
Total;Oceanía ;Nauru;Turistas;Balears, Illes;2023M01;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M09;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M08;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M07;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M06;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M05;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M04;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M03;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M02;""
Total;Oceanía ;Nauru;Turistas;Canarias;2023M01;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M09;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M08;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M07;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M06;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M05;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M04;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M03;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M02;""
Total;Oceanía ;Nauru;Pernoctaciones;Balears, Illes;2023M01;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M09;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M08;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M07;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M06;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M05;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M04;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M03;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M02;""
Total;Oceanía ;Nauru;Pernoctaciones;Canarias;2023M01;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M09;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M08;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M07;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M06;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M05;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M04;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M03;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M02;""
Total;Oceanía ;Nauru;Duración media de los viajes;Balears, Illes;2023M01;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M09;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M08;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M07;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M06;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M05;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M04;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M03;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M02;""
Total;Oceanía ;Nauru;Duración media de los viajes;Canarias;2023M01;""
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M09;673
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M08;515
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M07;972
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M06;626
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M05;337
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M04;183
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M03;35
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M02;.
Total;Oceanía ;Nueva Zelanda;Turistas;Balears, Illes;2023M01;39
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M09;56
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M08;60
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M07;102
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M06;39
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M05;55
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M04;69
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M03;.
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M02;.
Total;Oceanía ;Nueva Zelanda;Turistas;Canarias;2023M01;82
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M09;4.307
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M08;3.451
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M07;6.318
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M06;4.445
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M05;2.191
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M04;1.391
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M03;214
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M02;.
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Balears, Illes;2023M01;300
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M09;485
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M08;545
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M07;805
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M06;266
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M05;466
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M04;485
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M03;.
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M02;.
Total;Oceanía ;Nueva Zelanda;Pernoctaciones;Canarias;2023M01;612
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M09;6,4
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M08;6,7
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M07;6,5
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M06;7,1
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M05;6,5
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M04;7,6
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M03;6,1
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M02;.
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Balears, Illes;2023M01;7,7
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M09;8,7
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M08;9,1
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M07;7,9
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M06;6,8
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M05;8,5
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M04;7,0
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M03;.
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M02;.
Total;Oceanía ;Nueva Zelanda;Duración media de los viajes;Canarias;2023M01;7,5
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M09;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M08;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M07;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M06;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M05;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M04;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M03;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M02;""
Total;Oceanía ;Palaos;Turistas;Balears, Illes;2023M01;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M09;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M08;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M07;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M06;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M05;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M04;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M03;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M02;""
Total;Oceanía ;Palaos;Turistas;Canarias;2023M01;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M09;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M08;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M07;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M06;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M05;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M04;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M03;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M02;""
Total;Oceanía ;Palaos;Pernoctaciones;Balears, Illes;2023M01;""
Total;Oceanía ;Palaos;Pernoctaciones;Canarias;2023M09;""
Total;Oceanía ;Palaos;Pernoctaciones;Canarias;2023M08;""
Total;Oceanía ;Palaos;Pernoctaciones;Canarias;2023M07;""
Total;Oceanía ;Palaos;Pernoctaciones;Canarias;2023M06;""
